,time,player,age,round,text
0,2021-06-04 09:42:40,Orange,IV,19,End of game Check the journal to get the final impacts effects : Impact of Architecture Impact of Competition Impact of Technology Impact of Variety Impact of Balance WINNER IS X L AS ORANGE (144 PTS) 2nd is David Li as Purple (126 pts) 3rd is Micah Yospe as Green (119 pts) 4th is teddy yeh as Grey (114 pts)
1,2021-06-04 09:42:40,Grey,IV,19,"Impact of Balance Each civilization scores culture equal to double the amount of whatever it produces the least (science, culture, food, or resource). Ignore corruption and consumption. Orange scores 4 culture Purple scores 6 culture Green scores 6 culture Grey scores 4 culture"
2,2021-06-04 09:42:39,Grey,IV,19,"Impact of Variety Each civilization scores 2 culture for each type of unit, urban building and special (blue) technology. Orange scores 8 culture Purple scores 18 culture Green scores 10 culture Grey scores 14 culture"
3,2021-06-04 09:42:38,Grey,IV,19,Impact of Technology Each civilization scores 4 culture for each of its level III technologies (level II in Advanced game). Orange scores 4 culture Purple scores 12 culture Green scores 4 culture Grey scores 12 culture
4,2021-06-04 09:42:37,Grey,IV,19,Impact of Competition Each civilization scores 1 culture per level of each of its military units and arenas. Orange scores 9 culture Purple scores 13 culture Green scores 6 culture Grey scores 9 culture
5,2021-06-04 09:42:36,Grey,IV,19,Impact of Architecture Each civilization scores 1 culture per level of each of its urban buildings. Orange scores 2 culture Purple scores 7 culture Green scores 8 culture Grey scores 9 culture
6,2021-06-04 09:42:35,Grey,IV,19,End turn Winston Churchill scores 3 culture. Grey scores: 12 culture (now 66) 10 science (now 16) 0 food - consumption: 2 (now 1) 4 resources (now 4)
7,2021-06-04 09:42:35,Grey,IV,18,End turn Winston Churchill scores 3 culture. Grey scores: 12 culture (now 66) 10 science (now 16) 0 food - consumption: 2 (now 1) 4 resources (now 4)
8,2021-06-04 09:42:34,Grey,IV,18,Grey discards 2 cards
9,2021-06-04 09:42:26,Grey,IV,18,Discard Phase 2 military cards must be discarded
10,2021-06-04 09:41:55,Grey,IV,18,Grey discovers Mechanized Agriculture Grey loses 7 science
11,2021-06-04 09:41:03,Grey,IV,18,Grey upgrades Religion to Theology Grey spends 2 resources
12,2021-06-04 09:40:52,Grey,IV,18,Grey builds Multimedia Grey spends 11 resources
13,2021-06-04 09:40:26,Grey,IV,18,Grey plays Reserves Grey produces 4 resources
14,2021-06-04 09:39:57,Green,IV,18,Green accepts pact offer
15,2021-06-04 09:37:26,Grey,IV,18,"Grey proposes Loss of Sovereignity to Green Grey is A Green is B The two civilizations cannot attack each other. A produces an extra 2 culture per turn and B, 2 fewer culture. No one can declare war on civilization B."
16,2021-06-04 09:34:17,Green,IV,18,End turn Green scores: 15 culture (now 85) 3 science (now 6) 0 food - consumption: 3 (now 4) 6 resources (now 10)
17,2021-06-04 09:34:16,Green,IV,18,Green discards 1 card
18,2021-06-04 09:34:12,Green,IV,18,Discard Phase 1 military card must be discarded
19,2021-06-04 09:33:50,Green,IV,18,Green takes Democracy in hand Green uses 1 civil action
20,2021-06-04 09:33:40,Green,IV,18,Green puts Efficient Upgrade back in the row Green gets 1 civil action
21,2021-06-04 09:33:37,Green,IV,18,Green takes Multimedia in hand Green uses 1 civil action
22,2021-06-04 09:33:35,Green,IV,18,Green takes Efficient Upgrade in hand Green uses 1 civil action
23,2021-06-04 09:33:33,Green,IV,18,Green takes Military Theory in hand Green uses 2 civil action
24,2021-06-04 09:33:26,Green,IV,18,Green builds Swordsmen Green spends 3 resources
25,2021-06-04 09:33:14,Green,IV,18,Green destroys Selective Breeding
26,2021-06-04 09:33:03,Green,IV,18,Green builds Opera using Urban Growth Green spends 2 resources
27,2021-06-04 09:32:48,Green,IV,18,Green increases population Green spends 5 food
28,2021-06-04 09:28:37,Green,IV,18,Green plays event Green scores 3 culture Future events are now current events. Current event: II / Independence Declaration The weakest civilization loses 1 colony (the player choses which one). Vast Territory declares its independence from Green
29,2021-06-04 09:25:45,Purple,IV,18,End turn Purple scores: 11 culture (now 70) 8 science (now 8) 0 food - consumption: 3 (now 3) 3 resources (now 4)
30,2021-06-04 09:25:43,Purple,IV,18,No Discard Phase
31,2021-06-04 09:25:27,Purple,IV,18,Purple disbands Knights
32,2021-06-04 09:25:19,Purple,IV,18,Purple upgrades Alchemy to Computers Purple spends 3 resources
33,2021-06-04 09:25:00,Purple,IV,18,Purple discovers Engineering Purple loses 9 science
34,2021-06-04 09:24:50,Purple,IV,18,Purple takes Engineering in hand Purple uses 2 civil action
35,2021-06-04 09:24:28,Purple,IV,18,Purple elects Sid Meier
36,2021-06-04 09:24:20,Purple,IV,18,Purple takes Sid Meier in hand Purple uses 1 civil action
37,2021-06-04 09:23:00,Orange,IV,18,Orange defends 1 Defense card +6 played 1 Defense card +6 played Orange strength: 50 Purple strength: 47
38,2021-06-04 09:22:17,Purple,IV,18,Purple plays Armed Intervention against Orange Take up to 7 culture from your rival. Purple uses 2 military action
39,2021-06-04 09:14:43,Orange,IV,18,End turn Orange scores: 5 culture (now 117) 6 science (now 7) 0 food - consumption: 2 (now 0) 10 resources (now 13)
40,2021-06-04 09:14:40,Orange,IV,18,No Discard Phase
41,2021-06-04 09:14:13,Orange,IV,18,Orange takes Communism in hand Orange uses 1 civil action
42,2021-06-04 09:13:58,Orange,IV,18,Orange upgrades Iron to Oil using Efficient Upgrade Orange spends 2 resources
43,2021-06-04 09:13:43,Orange,IV,18,Orange builds Scientific Method Orange spends 8 resources
44,2021-06-04 09:13:32,Orange,IV,18,Orange increases population Orange spends 4 food
45,2021-06-04 09:13:20,Orange,IV,18,Orange passes Political Phase
46,2021-06-04 08:56:53,Orange,IV,18,Last turn Game ends at the end of the starting round
47,2021-06-04 08:56:53,Grey,IV,18,Last turn Game ends at the end of the starting round
48,2021-06-04 08:56:53,Grey,III,17,End turn Winston Churchill scores 3 culture. Grey scores: 7 culture (now 54) 7 science (now 13) 1 food - consumption: 1 (now 1) 4 resources (now 9) Grey draws 3 military cards
49,2021-06-04 08:56:52,Grey,III,17,Grey discards 2 cards
