,time,player,age,round,text
0,2020-07-15 00:16:07,Orange,IV,20,End of game#Check the journal to get the final impacts effects : Impact of Competition Impact of Happiness Impact of Wonders Impact of Technology Impact of Colonies Impact of Government WINNER IS MICAH YOSPE AS GREEN (347 PTS) 2nd is teddy yeh as Orange (307 pts) 3rd is David Li as Grey (297 pts) 4th is X L as Purple (292 pts) #
1,2020-07-15 00:16:07,Grey,IV,20,Impact of Government#Each civilization scores 2 culture per civil action and 1 culture per military action. Orange scores 24 culture Purple scores 21 culture Green scores 18 culture Grey scores 19 culture #
2,2020-07-15 00:16:07,Grey,IV,20,Impact of Colonies#Each civilization scores 4 culture per colony. Orange scores 4 culture Purple scores 8 culture Green scores 8 culture Grey scores 20 culture #
3,2020-07-15 00:16:07,Grey,IV,20,Impact of Technology#Each civilization scores 4 culture for each of its level III technologies (level II in Advanced game). Orange scores 24 culture Purple scores 12 culture Green scores 20 culture Grey scores 24 culture #
4,2020-07-15 00:16:07,Grey,IV,20,Impact of Wonders#Each civilization scores culture for its wonders: 5 for age A 4 for age I 3 for age II 2 for age III Orange scores 13 culture Purple scores 10 culture Green scores 11 culture Grey scores 9 culture #
5,2020-07-15 00:16:07,Grey,IV,20,Impact of Happiness#Each civilization scores 2 culture per happy face (max 16) and loses 2 per discontent worker. Orange scores 8 culture Purple scores 14 culture Green scores 16 culture Grey scores 16 culture #
6,2020-07-15 00:16:07,Grey,IV,20,Impact of Competition#Each civilization scores 1 culture per level of each of its military units and arenas. Orange scores 0 culture Purple scores 0 culture Green scores 0 culture Grey scores 8 culture #
7,2020-07-15 00:16:07,Grey,IV,20,End turn#Grey scores: 0 food - consumption: 2 (now 4) 6 resources (now 7) 20 culture (now 201) 14 science (now 17) #
8,2020-07-15 00:15:42,Grey,IV,19,Grey plays Endowment for the Arts##
9,2020-07-15 00:15:37,Grey,IV,19,Grey builds Professional Sports#Grey spends 5 resources #
10,2020-07-15 00:15:32,Grey,IV,19,Grey increases population #Grey spends 3 food #
11,2020-07-15 00:15:29,Grey,IV,19,Grey discovers Computers#8 science spent Albert Einstein gives 3 culture #
12,2020-07-15 00:15:24,Grey,IV,19,Grey discovers Engineering#9 science spent Albert Einstein gives 3 culture #
13,2020-07-15 00:15:19,Grey,IV,19,Grey elects Albert Einstein##
14,2020-07-15 00:15:15,Grey,IV,19,Grey takes Computers in hand#1 civil action used#
15,2020-07-15 00:15:10,Grey,IV,19,No Discard Phase##
16,2020-07-15 00:15:10,Grey,IV,19,Grey passes Political Phase##
17,2020-07-15 00:14:56,Green,IV,19,End turn#Green scores: 7 food - consumption: 3 (now 26) 9 resources (now 9) 27 culture (now 274) 6 science (now 11) #
18,2020-07-15 00:14:33,Green,IV,19,Green increases population #Green spends 5 food #
19,2020-07-15 00:13:35,Green,IV,19,Green builds 1 stage of Palace of Culture and Science#Green spends 5 resources Wonder completed Green scores 31 culture #
20,2020-07-15 00:13:12,Green,IV,19,Green discovers Modern Infantry#8 science spent #
21,2020-07-15 00:12:47,Green,IV,19,Green discovers Professional Sports#7 science spent #
22,2020-07-15 00:12:30,Green,IV,19,Green plays Revolutionary Idea##
23,2020-07-15 00:12:03,Green,IV,19,Green builds Movies#Green spends 10 resources #
24,2020-07-15 00:11:45,Green,IV,19,Green plays Mineral Deposits#Green produces 4 resources #
25,2020-07-15 00:11:24,Green,IV,19,No Discard Phase##
26,2020-07-15 00:11:24,Green,IV,19,Green passes Political Phase##
27,2020-07-15 00:08:13,Purple,IV,19,End turn#Purple scores: 13 food - consumption: 3 (now 16) 10 resources (now 11) 30 culture (now 227) 6 science (now 7) #
28,2020-07-15 00:06:23,Purple,IV,19,Purple takes Satellites in hand#1 civil action used#
29,2020-07-15 00:06:03,Purple,IV,19,Purple upgrades Irrigation to Mechanized Agriculture#Purple spends 4 resources #
30,2020-07-15 00:05:37,Purple,IV,19,Purple builds Mechanized Agriculture#Purple spends 8 resources #
31,2020-07-15 00:05:33,Purple,IV,19,Purple increases population #Purple spends 5 food #
32,2020-07-15 00:05:27,Purple,IV,19,Purple discovers Mechanized Agriculture#7 science spent #
33,2020-07-15 00:05:20,Purple,IV,19,Purple takes Mechanized Agriculture in hand#3 civil actions used#
34,2020-07-15 00:05:11,Purple,IV,19,Action Phase begins##
35,2020-07-15 00:05:11,Purple,IV,19,Purple discards 1 cards ##
36,2020-07-15 00:05:06,Purple,IV,19,Discard Phase#1 military card must be discarded#
37,2020-07-15 00:05:06,Purple,IV,19,Purple passes Political Phase##
38,2020-07-15 00:03:50,Orange,IV,19,End turn#Orange scores: -1 food - consumption: 3 (now 1) 9 resources (now 12) 30 culture (now 234) 23 science (now 35) #
39,2020-07-15 00:03:31,Orange,IV,19,Orange builds 3 stages of Internet#Orange spends 9 resources Wonder completed Orange scores 34 culture #
40,2020-07-15 00:03:10,Orange,IV,19,Orange upgrades Journalism to Multimedia#Orange spends 2 resources #
41,2020-07-15 00:03:06,Orange,IV,19,Orange upgrades Journalism to Multimedia#Orange spends 2 resources #
42,2020-07-15 00:02:59,Orange,IV,19,Orange discovers Multimedia#9 science spent #
43,2020-07-15 00:02:55,Orange,IV,19,Orange discovers Engineering#9 science spent #
44,2020-07-15 00:02:49,Orange,IV,19,Orange discovers Civil Service#10 science spent #
45,2020-07-15 00:02:44,Orange,IV,19,Orange takes Multimedia in hand#1 civil action used#
46,2020-07-15 00:02:41,Orange,IV,19,Orange takes Civil Service in hand#2 civil actions used#
47,2020-07-15 00:00:39,Orange,IV,19,No Discard Phase##
48,2020-07-15 00:00:39,Grey,IV,19,Grey accepts pact offer##
49,2020-07-14 23:59:35,Orange,IV,19,Orange proposes Peace Treaty to Grey#Orange is A Grey is B The two civilizations cannot attack each other. Each civilization produces 1 extra culture. #
50,2020-07-14 23:54:45,Grey,IV,19,Last turn#Game ends at the end of the starting round Units may no longer be sacrificed #
51,2020-07-14 23:54:45,Grey,IV,19,End turn#Grey scores: 1 food - consumption: 1 (now 7) 6 resources (now 6) NO MILITARY CARDS LEFT. DISCARD PILE HAS BEEN RESHUFFLED. Grey draws 3 military cards 19 culture (now 168) 11 science (now 20) Age IV begins. Each player loses 2 yellow tokens #
52,2020-07-14 23:54:45,Grey,IV,19,Last turn#Game ends at the end of the starting round Units may no longer be sacrificed #
53,2020-07-14 23:52:37,Grey,III,18,Grey takes Engineering in hand#3 civil actions used#
54,2020-07-14 23:52:31,Grey,III,18,Grey takes Albert Einstein in hand#2 civil actions used#
55,2020-07-14 23:52:26,Grey,III,18,Grey builds Multimedia#Grey spends 11 resources #
56,2020-07-14 23:52:20,Grey,III,18,Grey plays Mineral Deposits#Grey produces 5 resources #
57,2020-07-14 23:46:18,Grey,III,18,No Discard Phase##
58,2020-07-14 23:46:18,Grey,III,18,Grey plays event#Grey scores 3 culture Current event: III / Impact of Politicians Each civilization loses 2 culture for each empty slot on its blue bank. Orange loses 20 culture Purple loses 14 culture Green loses 18 culture Grey loses 16 culture #
59,2020-07-14 23:46:10,Green,III,18,End turn#Green scores: 7 food - consumption: 3 (now 24) 9 resources (now 11) NO MILITARY CARDS LEFT. DISCARD PILE HAS BEEN RESHUFFLED. NO MILITARY CARDS LEFT. DISCARD PILE HAS BEEN RESHUFFLED. Green draws 3 military cards 23 culture (now 234) 6 science (now 14) #
60,2020-07-14 23:44:15,Green,III,18,Green takes Mineral Deposits in hand#2 civil actions used#
61,2020-07-14 23:44:06,Green,III,18,Green takes Modern Infantry in hand#1 civil action used#
62,2020-07-14 23:44:01,Green,III,18,Green takes Revolutionary Idea in hand#1 civil action used#
63,2020-07-14 23:43:55,Green,III,18,Green takes Professional Sports in hand#1 civil action used#
64,2020-07-14 23:42:57,Green,III,18,Green builds Movies#Green spends 10 resources #
65,2020-07-14 23:42:38,Green,III,18,Green discovers Movies#10 science spent #
66,2020-07-14 23:42:12,Green,III,18,Action Phase begins##
67,2020-07-14 23:42:12,Green,III,18,Green discards 2 cards ##
68,2020-07-14 23:41:52,Green,III,18,Discard Phase#2 military cards must be discarded#
69,2020-07-14 23:41:52,Green,III,18,Green plays event#Green scores 3 culture Future events are now current events. Current event: III / Impact of Industry Each civilization scores culture equal to the amount of resources it produce. Orange scores 9 culture Purple scores 10 culture Green scores 9 culture Grey scores 6 culture #
70,2020-07-14 23:37:41,Purple,III,18,End turn#Purple scores: 6 food - consumption: 2 (now 8) 10 resources (now 13) NO MILITARY CARDS LEFT. DISCARD PILE HAS BEEN RESHUFFLED. Purple draws 3 military cards 28 culture (now 201) 6 science (now 8) #
71,2020-07-14 23:37:17,Purple,III,18,Purple builds Agriculture#Purple spends 2 resources #
72,2020-07-14 23:37:13,Purple,III,18,Purple builds Agriculture#Purple spends 2 resources #
73,2020-07-14 23:36:57,Purple,III,18,Purple increases population #Purple spends 4 food #
74,2020-07-14 23:32:28,Purple,III,18,Purple upgrades Drama to Opera using Efficient Upgrade ##
75,2020-07-14 23:31:37,Purple,III,18,Purple builds Opera using Ideal Building Site #Purple spends 4 resources #
76,2020-07-14 23:31:18,Purple,III,18,Purple discovers Communism#17 science spent #
77,2020-07-14 23:31:07,Purple,III,18,Purple takes Communism in hand#2 civil actions used#
78,2020-07-14 23:31:01,Purple,III,18,Action Phase begins##
79,2020-07-14 23:31:01,Purple,III,18,Purple discards 2 cards ##
80,2020-07-14 23:28:00,Purple,III,18,Discard Phase#2 military cards must be discarded#
81,2020-07-14 23:28:00,Green,III,18,Green accepts pact offer##
82,2020-07-14 23:25:21,Purple,III,18,Purple proposes International Tourism to Green#Purple is A Green is B Each civilization produces an extra 1 culture per round for every wonder owned by the other civilization. #
83,2020-07-14 22:58:36,Orange,III,18,End turn#Orange scores: 0 food - consumption: 2 (now 2) 7 resources - corruption: 2 (now 16) NO MILITARY CARDS LEFT. DISCARD PILE HAS BEEN RESHUFFLED. Orange draws 3 military cards 28 culture (now 181) 21 science (now 41) #
