,time,player,age,round,text
0,2020-08-14 11:34:20,Orange,IV,18,End of game Check the journal to get the final impacts effects : Impact of Agriculture Impact of Government Impact of Industry Impact of Science WINNER IS DAVID LI AS ORANGE (174 PTS) 2nd is teddy yeh as Purple (155 pts) 3rd is X L as Grey (127 pts) 4th is Micah Yospe as Green (105 pts)
1,2020-08-14 11:34:20,Grey,IV,18,Bill Gates scoring Orange scores 9 culture
2,2020-08-14 11:34:20,Grey,IV,18,Impact of Science Each civilizations score culture according to the relative amount of science it produces: 15/10/5/0 for 4-player 14/7/0 for 3-player 10/0 for 2-player Orange scores 15 culture Purple scores 5 culture Green scores 10 culture
3,2020-08-14 11:34:18,Grey,IV,18,Impact of Industry Each civilization scores culture equal to the amount of resources its mines produce. (Ignore any production from other sources) Orange scores 6 culture Purple scores 2 culture Green scores 6 culture Grey scores 6 culture
4,2020-08-14 11:34:16,Grey,IV,18,Impact of Government Each civilization scores 2 culture per civil action and 1 culture per military action. Orange scores 19 culture Purple scores 17 culture Green scores 20 culture Grey scores 15 culture
5,2020-08-14 11:34:14,Grey,IV,18,Impact of Agriculture Each civilization scores culture equal to the amount of food it produces with a bonus of 4 culture if this exceeds consumption. Orange scores 12 culture Purple scores 13 culture Green scores 14 culture Grey scores 10 culture
6,2020-08-14 11:34:10,Grey,IV,18,End turn Grey scores: 10 culture (now 96) 6 science (now 12) 2 food - consumption: 4 (now 2) 6 resources (now 8)
7,2020-08-14 11:34:10,Grey,IV,17,End turn Grey scores: 10 culture (now 96) 6 science (now 12) 2 food - consumption: 4 (now 2) 6 resources (now 8)
8,2020-08-14 11:34:07,Grey,IV,17,No Discard Phase
9,2020-08-14 11:33:24,Grey,IV,17,Grey takes Oil in hand Grey uses 1 civil action
10,2020-08-14 11:33:20,Grey,IV,17,Grey takes Endowment for the Arts in hand Grey uses 1 civil action
11,2020-08-14 11:32:56,Grey,IV,17,Grey builds Selective Breeding Grey spends 6 resources
12,2020-08-14 11:32:37,Grey,IV,17,Grey increases population Ocean Liner Service used
13,2020-08-14 11:30:58,Grey,IV,17,Grey elects Mahatma Gandhi
14,2020-08-14 11:30:49,Grey,IV,17,Grey takes Mahatma Gandhi in hand Grey uses 1 civil action
15,2020-08-14 11:30:36,Green,IV,17,concedes defeat Grey scores 7 culture Green loses 7 culture
16,2020-08-14 11:29:45,Green,IV,17,Green tries to defend 1 Defense card +6 played 1 military card played 1 military card played Green strength: 30 Grey strength: 31
17,2020-08-14 11:27:57,Grey,IV,17,Grey plays Armed Intervention against Green Take up to 7 culture from your rival. Grey uses 2 military action
18,2020-08-14 11:25:40,Green,IV,17,End turn Winston Churchill scores 3 culture. Green scores: 9 culture (now 62) 8 science (now 22) 6 food - consumption: 4 (now 13) 6 resources (now 6)
19,2020-08-14 11:25:37,Green,IV,17,No Discard Phase
20,2020-08-14 11:25:22,Green,IV,17,Green plays event Green scores 3 culture Current event: III / Impact of Strength Each civilizations score culture according to their relative strength: 15/10/5/0 for 4-player 14/7/0 for 3-player 10/0 for 2-player Orange scores 15 culture Purple scores 10 culture Grey scores 5 culture
21,2020-08-14 11:24:39,Purple,IV,17,End turn Purple scores: 12 culture (now 108) 6 science (now 7) 5 food - consumption: 4 (now 6) 2 resources (now 2)
22,2020-08-14 11:24:38,Purple,IV,17,Purple discards 1 card
23,2020-08-14 11:24:25,Purple,IV,17,Discard Phase 1 military card must be discarded
24,2020-08-14 11:23:23,Purple,IV,17,Purple takes Rockets in hand Purple uses 1 civil action
25,2020-08-14 11:23:00,Purple,IV,17,Purple discovers Satellites Purple loses 8 science
26,2020-08-14 11:22:54,Purple,IV,17,Purple takes Satellites in hand Purple uses 1 civil action
27,2020-08-14 11:22:47,Purple,IV,17,Purple builds Selective Breeding Purple spends 6 resources
28,2020-08-14 11:22:15,Purple,IV,17,Purple destroys Bronze
29,2020-08-14 11:22:01,Purple,IV,17,Purple upgrades Agriculture to Selective Breeding Purple spends 4 resources
30,2020-08-14 11:20:07,Purple,IV,17,Purple produces 7 resources Green spends 7 resources
31,2020-08-14 11:19:05,Green,IV,17,concedes defeat
32,2020-08-14 11:18:00,Purple,IV,17,Purple plays Plunder against Green Your rival loses a total of up to 7 resource and/or food (your choice). You gain that many resource and food. Purple uses 1 military action
33,2020-08-14 11:14:38,Orange,IV,17,End turn Orange scores: CORRUPTION! Orange loses 2 resources 5 culture (now 98) 16 science (now 17) 5 food - consumption: 3 (now 16) 10 resources (now 16)
34,2020-08-14 11:14:37,Orange,IV,17,No Discard Phase
35,2020-08-14 11:10:33,Orange,IV,17,Orange upgrades Selective Breeding to Mechanized Agriculture Orange spends 2 resources
36,2020-08-14 11:10:24,Orange,IV,17,Orange builds 1 stage of First Space Flight Orange spends 9 resources Wonder completed Orange scores 28 culture
37,2020-08-14 11:10:13,Orange,IV,17,Orange discovers Mechanized Agriculture Orange loses 7 science
38,2020-08-14 11:10:06,Orange,IV,17,Orange discovers Modern Infantry Orange loses 10 science
39,2020-08-14 11:09:59,Orange,IV,17,Orange builds 3 stages of First Space Flight Orange spends 7 resources
40,2020-08-14 11:09:54,Orange,IV,17,Orange takes Mechanized Agriculture in hand Orange uses 2 civil action
41,2020-08-14 11:09:51,Orange,IV,17,Orange takes Modern Infantry in hand Orange uses 1 civil action
42,2020-08-14 11:02:25,Orange,IV,17,Orange plays event Orange scores 3 culture Current event: II / Independence Declaration The weakest civilization loses 1 colony (the player choses which one). Strategic Territory declares its independence from Green
43,2020-08-14 11:00:40,Orange,IV,17,Last turn Game ends at the end of the starting round
44,2020-08-14 11:00:40,Orange,IV,17,Orange wins War over Culture Attacker's strength: 50 Defender's strength: 41
45,2020-08-14 11:00:40,Grey,IV,17,Last turn Game ends at the end of the starting round
46,2020-08-14 11:00:40,Grey,IV,16,End turn Grey scores: 8 culture (now 74) 6 science (now 6) -1 food - consumption: 4 (now 0) 6 resources (now 8)
47,2020-08-14 11:00:38,Grey,IV,16,Grey discards 1 card
48,2020-08-14 11:00:32,Grey,IV,16,Discard Phase 1 military card must be discarded
49,2020-08-14 10:59:12,Grey,IV,16,Grey builds Riflemen Grey loses 5 military resource
50,2020-08-14 10:58:50,Grey,IV,16,Grey plays Military Build-Up Grey gets 6 military resource
51,2020-08-14 10:58:18,Grey,IV,16,Grey upgrades Printing Press to Multimedia using Urban Growth Grey spends 4 resources
52,2020-08-14 10:58:06,Grey,IV,16,Grey discovers Multimedia Grey loses 9 science
53,2020-08-14 10:57:54,Grey,IV,16,Grey increases population Ocean Liner Service used
54,2020-08-14 10:57:48,Grey,IV,16,Grey takes Multimedia in hand Grey uses 2 civil action
55,2020-08-14 10:56:39,Orange,IV,16,Orange accepts pact offer
56,2020-08-14 10:50:49,Grey,IV,16,Grey proposes Military Alliance to Orange Grey is A Orange is B Both civilizations add +3 to their strength. This pact ends if one attacks the other.
57,2020-08-14 10:48:40,Green,III,16,End turn Green scores: 6 culture (now 50) 8 science (now 14) 7 food - consumption: 3 (now 7) 6 resources (now 7) Green draws 2 military cards
58,2020-08-14 10:48:38,Green,III,16,Green discards 3 cards
59,2020-08-14 10:48:24,Green,III,16,Discard Phase 3 military cards must be discarded
60,2020-08-14 10:48:17,Green,III,16,Green takes Modern Infantry in hand Green uses 1 civil action
61,2020-08-14 10:48:12,Green,III,16,Green takes Rockets in hand Green uses 3 civil action
62,2020-08-14 10:47:12,Green,III,16,Green upgrades Cavalrymen to Tanks Green loses 1 military resource Green spends 1 resource
63,2020-08-14 10:47:08,Green,III,16,Green upgrades Cavalrymen to Tanks Green loses 2 military resource
64,2020-08-14 10:47:03,Green,III,16,Green discovers Tanks Green loses 3 military science Green loses 6 science
65,2020-08-14 10:46:41,Green,III,16,Green takes Tanks in hand Green uses 1 civil action
66,2020-08-14 10:46:23,Green,III,16,"I have nothing to offer but blood, toil, tears, and sweat. Green gets 3 military resource Green gets 3 military science"
67,2020-08-14 10:46:13,Green,III,16,Green increases population Green spends 5 food
68,2020-08-14 10:46:09,Green,III,16,Green increases population Green spends 5 food
69,2020-08-14 10:46:04,Green,III,16,Green cancels Promise of Military Protection
70,2020-08-14 10:40:07,Purple,III,16,End turn Purple scores: 12 culture (now 110) 6 science (now 9) 1 food - consumption: 3 (now 1) 3 resources (now 3) Purple draws 3 military cards
71,2020-08-14 10:40:04,Purple,III,16,Purple discards 1 card
72,2020-08-14 10:39:58,Purple,III,16,Discard Phase 1 military card must be discarded
73,2020-08-14 10:39:33,Purple,III,16,Purple takes Engineering in hand Purple uses 2 civil action
74,2020-08-14 10:39:27,Purple,III,16,Purple puts Engineering back in the row Purple gets 2 civil action
75,2020-08-14 10:39:23,Purple,III,16,Purple takes Engineering in hand Purple uses 2 civil action
76,2020-08-14 10:39:04,Purple,III,16,Purple takes Professional Sports in hand Purple uses 1 civil action
77,2020-08-14 10:38:30,Purple,III,16,Purple upgrades Drama to Movies using Efficient Upgrade Purple spends 3 resources
78,2020-08-14 10:38:18,Purple,III,16,Purple discovers Movies Purple loses 10 science
79,2020-08-14 10:37:58,Purple,III,16,Purple builds Air Forces Purple spends 7 resources
80,2020-08-14 10:37:49,Purple,III,16,Purple increases population Purple spends 5 food
81,2020-08-14 10:37:43,Purple,III,16,Purple produces 1 food Purple produces 6 resources Green spends 1 food Green spends 6 resources
82,2020-08-14 10:35:51,Green,III,16,concedes defeat
83,2020-08-14 10:32:27,Purple,III,16,Purple plays Plunder against Green Your rival loses a total of up to 7 resource and/or food (your choice). You gain that many resource and food. Purple uses 1 military action
84,2020-08-14 10:30:32,Purple,III,16,Purple wins War over Culture Attacker's strength: 31 Defender's strength: 29
85,2020-08-14 10:30:32,Orange,III,16,End turn Orange scores: 5 culture (now 48) 16 science (now 18) 4 food - consumption: 2 (now 11) 15 resources (now 21)
86,2020-08-14 10:30:31,Orange,III,16,No Discard Phase
87,2020-08-14 10:29:44,Orange,III,16,Orange builds Air Forces Orange spends 7 resources
88,2020-08-14 10:29:39,Orange,III,16,Orange increases population Orange spends 4 food
89,2020-08-14 10:29:31,Orange,III,16,Orange builds Professional Sports using Urban Growth Orange spends 2 resources
90,2020-08-14 10:28:28,Orange,III,16,Orange discovers Professional Sports Orange loses 7 science
91,2020-08-14 10:28:23,Orange,III,16,Orange plays Revolutionary Idea Orange gets 6 science
92,2020-08-14 10:28:17,Orange,III,16,Orange takes Professional Sports in hand Orange uses 1 civil action
93,2020-08-14 10:28:14,Orange,III,16,Orange discovers Air Forces Orange loses 12 science
94,2020-08-14 10:28:07,Orange,III,16,Orange discovers Democracy Orange loses 17 science
95,2020-08-14 10:27:58,Orange,III,16,Orange increases population Orange spends 4 food
96,2020-08-14 09:51:12,Orange,III,16,Orange declares War over Culture on Purple The victor takes 5 culture + 1 culture for each point of strength advantage from the defeated civilization. Orange uses 3 military action
97,2020-08-14 09:47:39,Grey,III,15,End turn Grey scores: 5 culture (now 73) 4 science (now 9) 0 food - consumption: 3 (now 1) 6 resources (now 6) Grey draws 3 military cards
98,2020-08-14 09:47:37,Grey,III,15,No Discard Phase
99,2020-08-14 09:45:29,Grey,III,15,Grey takes Military Build-Up in hand Grey uses 3 civil action
100,2020-08-14 09:43:45,Grey,III,15,Grey builds Warrior Grey spends 2 resources
101,2020-08-14 09:43:31,Grey,III,15,Grey builds Riflemen Grey spends 5 resources
102,2020-08-14 09:43:20,Grey,III,15,Grey increases population Grey spends 5 food
103,2020-08-14 09:43:13,Grey,III,15,Grey plays Reserves Grey produces 4 food
104,2020-08-14 09:42:19,Grey,III,15,Grey increases population Ocean Liner Service used
105,2020-08-14 09:41:56,Grey,III,15,Grey passes Political Phase
106,2020-08-14 09:41:15,Green,III,15,End turn Winston Churchill scores 3 culture. Green scores: 10 culture (now 44) 8 science (now 12) 7 food - consumption: 3 (now 11) 6 resources (now 8) Green draws 3 military cards
107,2020-08-14 09:41:12,Green,III,15,Green discards 1 card
108,2020-08-14 09:41:01,Green,III,15,Discard Phase 1 military card must be discarded
109,2020-08-14 09:40:24,Green,III,15,Green takes Multimedia in hand Green uses 2 civil action
110,2020-08-14 09:40:01,Green,III,15,Green builds Bread & Circuses Green spends 2 resources
111,2020-08-14 09:39:49,Green,III,15,Green disbands Swordsmen
112,2020-08-14 09:39:39,Green,III,15,Green elects Winston Churchill
113,2020-08-14 09:39:24,Green,III,15,Green plays Reserves Green produces 4 resources
114,2020-08-14 09:39:15,Green,III,15,Green builds Journalism Green spends 6 resources
115,2020-08-14 09:38:56,Green,III,15,Green increases population Green spends 4 food
116,2020-08-14 09:38:49,Green,III,15,Green discovers Architecture Green loses 6 science
117,2020-08-14 09:38:36,Green,III,15,Green passes Political Phase
118,2020-08-14 09:30:28,Purple,III,15,End turn Purple scores: 8 culture (now 91) 6 science (now 13) 1 food - consumption: 3 (now 4) 3 resources (now 4) Purple draws 2 military cards
119,2020-08-14 09:30:27,Purple,III,15,Purple discards 2 cards
120,2020-08-14 09:30:13,Purple,III,15,Discard Phase 2 military cards must be discarded
121,2020-08-14 09:30:00,Purple,III,15,Purple builds Air Forces Purple loses 4 military resource Purple spends 3 resources
122,2020-08-14 09:29:51,Purple,III,15,Purple discovers Air Forces Purple loses 12 science
123,2020-08-14 09:29:39,Purple,III,15,Purple takes Air Forces in hand Purple uses 2 civil action
124,2020-08-14 09:29:34,Purple,III,15,Purple plays Frugality Purple increases population Purple spends 5 food Purple produces 3 food
125,2020-08-14 09:29:26,Purple,III,15,Purple plays Reserves Purple produces 4 food
126,2020-08-14 09:29:16,Purple,III,15,Purple plays Patriotism Purple gets 4 military resource Purple gets 1 military action
127,2020-08-14 09:29:00,Purple,III,15,Purple declares War over Culture on Grey The victor takes 5 culture + 1 culture for each point of strength advantage from the defeated civilization. Purple uses 3 military action
128,2020-08-14 08:58:04,Orange,III,15,End turn Orange scores: 2 culture (now 43) 16 science (now 32) 4 food - consumption: 2 (now 15) 15 resources (now 15) Orange draws 3 military cards
129,2020-08-14 08:58:02,Orange,III,15,No Discard Phase
130,2020-08-14 08:57:21,Orange,III,15,Orange takes Democracy in hand Orange uses 1 civil action
131,2020-08-14 08:57:18,Orange,III,15,Orange puts Democracy back in the row Orange gets 1 civil action
132,2020-08-14 08:53:39,Orange,III,15,Orange takes Democracy in hand Orange uses 1 civil action
133,2020-08-14 08:53:29,Orange,III,15,Orange upgrades Philosophy to Computers Orange spends 6 resources
134,2020-08-14 08:53:19,Orange,III,15,Orange elects Bill Gates
135,2020-08-14 08:53:08,Orange,III,15,Orange takes Bill Gates in hand Orange uses 1 civil action
136,2020-08-14 08:53:05,Orange,III,15,Orange takes First Space Flight in hand Orange uses 3 civil action
137,2020-08-14 08:38:16,Orange,III,15,Orange plays event Orange scores 3 culture Current event: II / National Pride The civilization with the most culture points scores 5 culture. Purple scores 5 culture
138,2020-08-14 08:07:14,Grey,III,14,End turn Grey scores: 5 culture (now 68) 4 science (now 5) 0 food - consumption: 3 (now 2) 6 resources (now 7) Grey draws 3 military cards
139,2020-08-14 08:07:13,Grey,III,14,No Discard Phase
140,2020-08-14 08:06:36,Grey,III,14,Grey takes Urban Growth in hand Grey uses 2 civil action
141,2020-08-14 08:05:53,Grey,III,14,Grey upgrades Warrior to Riflemen Grey spends 3 resources
