,time,player,age,round,text
0,2020-06-17 11:46:21,Orange,IV,19,End of gameCheck the journal to get the final impacts effects : Impact of Colonies Impact of Government Impact of Happiness Impact of Progress Impact of Wonders Impact of Variety WINNER IS X L AS PURPLE (253 PTS) 2nd is David Li as Green (219 pts) 3rd is Micah Yospe as Grey (94 pts) 4th is teddy yeh as Orange (79 pts)
1,2020-06-17 11:46:21,Grey,IV,19,"Impact of VarietyEach civilization scores 2 culture for each type of unit, urban building and special (blue) technology. Orange scores 12 culture Purple scores 16 culture Green scores 16 culture Grey scores 10 culture"
2,2020-06-17 11:46:15,Grey,IV,19,Impact of WondersEach civilization scores culture for each wonders: 5 for age A 4 for age I 3 for age II 2 for age III Orange scores 11 culture Purple scores 12 culture Green scores 4 culture Grey scores 9 culture
3,2020-06-17 11:46:14,Grey,IV,19,Impact of ProgressEach civilization scores 2 culture per level of each of its government and special (blue) technologies. Orange scores 14 culture Purple scores 14 culture Green scores 12 culture Grey scores 2 culture
4,2020-06-17 11:46:10,Grey,IV,19,Impact of HappinessEach civilization scores 2 culture per happy face (no more than 16 points) and loses 2 culture per discontent worker. Orange scores 4 culture Purple scores 16 culture Green scores 2 culture Grey scores 8 culture
5,2020-06-17 11:46:07,Grey,IV,19,Impact of GovernmentEach civilization scores 2 culture per civil action and 1 culture per military action. Orange scores 19 culture Purple scores 16 culture Green scores 18 culture Grey scores 13 culture
6,2020-06-17 11:46:00,Grey,IV,19,Impact of ColoniesEach civilization scores 3 culture per colony. Orange scores 9 culture Purple scores 6 culture Green scores 6 culture
7,2020-06-17 11:45:54,Grey,IV,19,End turnGrey scores: 7 culture (now 52) 0 science (now 3) 2 food - consumption: 4 (now 4) 4 resources (now 7)
8,2020-06-17 11:45:52,Grey,IV,18,End turnGrey scores: 7 culture (now 52) 0 science (now 3) 2 food - consumption: 4 (now 4) 4 resources (now 7)
9,2020-06-17 11:45:50,Grey,IV,18,No Discard Phase
10,2020-06-17 11:45:30,Grey,IV,18,Grey destroys Scientific Method
11,2020-06-17 11:40:05,Grey,IV,18,Grey plays Endowment for the ArtsGrey scores 4 culture
12,2020-06-17 11:39:39,Grey,IV,18,Grey builds Religion using Urban Growth
13,2020-06-17 11:39:20,Grey,IV,18,Grey destroys Iron
14,2020-06-17 11:39:00,Grey,IV,18,Grey builds Air ForcesGrey spends 7 resources
15,2020-06-17 11:38:47,Grey,IV,18,Grey increases populationGrey spends 5 food
16,2020-06-17 11:38:00,Grey,IV,18,Grey plays eventGrey scores 3 culture Current event: III / Impact of Agriculture Each civilization scores culture equal to the amount of food it produces with a bonus of 4 culture if this exceeds consumption. Orange scores 10 culture Purple scores 4 culture Green scores 7 culture Grey scores 10 culture
17,2020-06-17 11:36:45,Green,IV,18,End turnGreen scores: CORRUPTION! Green loses 2 resources 6 culture (now 154) 7 science (now 7) 1 food - consumption: 2 (now 4) -5 resources (now 3)
18,2020-06-17 11:36:44,Green,IV,18,No Discard Phase
19,2020-06-17 11:36:22,Green,IV,18,Green disbands Knights
20,2020-06-17 11:36:10,Green,IV,18,Green discovers Professional SportsGreen loses 7 science
21,2020-06-17 11:36:05,Green,IV,18,Green discovers OilGreen loses 9 science
22,2020-06-17 11:35:59,Green,IV,18,Green takes Professional Sports in handGreen uses 2 civil action
