,time,player,age,round,text
0,2020-08-06 16:20:54,Orange,IV,18,End of game#Check the journal to get the final impacts effects : Impact of Happiness Impact of Industry Impact of Population Impact of Variety Impact of Balance WINNER IS MICAH YOSPE AS GREY (187 PTS) 2nd is David Li as Orange (182 pts) 3rd is teddy yeh as Green (169 pts) 4th is X L as Purple (65 pts) #
1,2020-08-06 16:20:54,Grey,IV,18,Bill Gates scoring#Grey scores 6 culture #
2,2020-08-06 16:20:54,Grey,IV,18,"Impact of Balance#Each civilization scores culture equal to double the amount of whatever it produces the least (science, culture, food, or resource). Ignore corruption and consumption. Orange scores 12 culture Purple scores 8 culture Green scores 8 culture Grey scores 12 culture #"
3,2020-08-06 16:20:48,Grey,IV,18,"Impact of Variety#Each civilization scores 2 culture for each type of unit, urban building and special (blue) technology. Orange scores 18 culture Purple scores 14 culture Green scores 18 culture Grey scores 14 culture #"
4,2020-08-06 16:20:40,Grey,IV,18,Impact of Population#Each civilization scores 2 culture per content worker above 10. Orange scores 14 culture Purple scores 8 culture Green scores 16 culture Grey scores 12 culture #
5,2020-08-06 16:20:37,Grey,IV,18,Impact of Industry#Each civilization scores culture equal to the amount of resources its mines produce. (Ignore any production from other sources) Orange scores 6 culture Purple scores 4 culture Green scores 9 culture Grey scores 8 culture #
6,2020-08-06 16:20:33,Grey,IV,18,Impact of Happiness#Each civilization scores 2 culture per happy face (no more than 16 points) and loses 2 culture per discontent worker. Orange scores 14 culture Purple scores 10 culture Green scores 10 culture Grey scores 12 culture #
7,2020-08-06 16:20:30,Grey,IV,18,End turn#Grey scores: 10 culture (now 123) 12 science (now 15) 2 food - consumption: 4 (now 8) 14 resources (now 16) #
8,2020-08-06 16:20:30,Grey,IV,17,End turn#Grey scores: 10 culture (now 123) 12 science (now 15) 2 food - consumption: 4 (now 8) 14 resources (now 16) #
9,2020-08-06 16:20:26,Grey,IV,17,No Discard Phase##
10,2020-08-06 16:19:48,Grey,IV,17,Grey discovers Tanks#Grey loses 9 science #
11,2020-08-06 16:19:22,Grey,IV,17,Grey plays Revolutionary Idea#Grey gets 6 science #
12,2020-08-06 16:18:04,Grey,IV,17,Grey builds Opera#Grey spends 6 resources #
13,2020-08-06 16:17:55,Grey,IV,17,Grey upgrades Alchemy to Computers#Grey spends 4 resources #
14,2020-08-06 16:17:37,Grey,IV,17,Grey upgrades Alchemy to Computers#Grey spends 4 resources #
15,2020-08-06 16:17:24,Grey,IV,17,Grey disbands Warrior##
16,2020-08-06 16:16:59,Grey,IV,17,Grey plays Reserves#Grey produces 4 resources #
17,2020-08-06 16:16:44,Grey,IV,17,Grey passes Political Phase##
18,2020-08-06 16:11:11,Grey,IV,17,Grey wins War over Culture#Attacker's strength: 47 Defender's strength: 21 #
19,2020-08-06 16:11:11,Green,IV,17,End turn#Green scores: 17 culture (now 108) 17 science (now 17) 1 food - consumption: 3 (now 1) 9 resources (now 9) #
20,2020-08-06 16:11:10,Green,IV,17,No Discard Phase##
21,2020-08-06 16:11:00,Green,IV,17,Green discovers Rockets#Green loses 8 science Green scores 3 culture #
22,2020-08-06 16:10:53,Green,IV,17,Green takes Rockets in hand#Green uses 1 civil action #
23,2020-08-06 16:10:06,Green,IV,17,Green upgrades Journalism to Multimedia using Efficient Upgrade##
24,2020-08-06 16:09:55,Green,IV,17,Green builds Journalism#Green spends 6 resources #
25,2020-08-06 16:09:50,Green,IV,17,Green builds Theology#Green spends 4 resources #
26,2020-08-06 16:09:28,Green,IV,17,Green increases population#Green spends 5 food #
27,2020-08-06 16:09:22,Green,IV,17,Green increases population#Green spends 5 food #
28,2020-08-06 16:09:04,Green,IV,17,Green builds Air Forces#Green loses 4 military resource Green spends 3 resources #
29,2020-08-06 16:08:53,Green,IV,17,Green disbands Swordsmen##
30,2020-08-06 16:08:39,Green,IV,17,Green plays Patriotism#Green gets 4 military resource Green gets 1 military action #
31,2020-08-06 16:08:30,Green,IV,17,Green discovers Air Forces#Green loses 12 science Green scores 3 culture #
32,2020-08-06 16:05:35,Green,IV,17,#Green produces 4 food Green produces 3 resources Purple spends 4 food Purple spends 3 resources #
33,2020-08-06 15:59:39,Purple,IV,17,concedes defeat##
34,2020-08-06 15:59:34,Purple,IV,17,Purple tries to defend #1 Defense card +6 played 1 military card played Purple strength: 28 Green strength: 29 #
35,2020-08-06 15:39:01,Green,IV,17,Green plays Plunder against Purple#Your rival loses a total of up to 7 resource and/or food (your choice). You gain that many resource and food. Green uses 1 military action #
36,2020-08-06 15:37:36,Purple,IV,17,End turn#Purple scores: 8 culture (now 52) 8 science (now 8) 2 food - consumption: 2 (now 5) 4 resources (now 4) #
37,2020-08-06 15:37:33,Purple,IV,17,Purple discards 3 cards##
38,2020-08-06 15:37:26,Purple,IV,17,Discard Phase#3 military cards must be discarded#
39,2020-08-06 15:37:17,Purple,IV,17,Purple elects Sid Meier##
40,2020-08-06 15:37:10,Purple,IV,17,Purple increases population#Purple spends 4 food #
41,2020-08-06 15:37:05,Purple,IV,17,Purple increases population#Purple spends 4 food #
42,2020-08-06 15:36:53,Purple,IV,17,Purple builds Warrior#Purple spends 2 resources #
43,2020-08-06 15:36:31,Purple,IV,17,Purple builds Modern Infantry#Purple spends 7 resources #
44,2020-08-06 15:36:23,Purple,IV,17,Purple discovers Modern Infantry#Purple loses 10 science #
45,2020-08-06 15:36:15,Purple,IV,17,Purple takes Modern Infantry in hand#Purple uses 1 civil action #
46,2020-08-06 15:29:55,Purple,IV,17,Purple plays event#Purple scores 3 culture Current event: II / Popularization of Science Each civilization scores culture equal to the amount of science it produces. Orange scores 10 culture Purple scores 10 culture Green scores 14 culture Grey scores 6 culture #
47,2020-08-06 15:25:10,Orange,IV,17,End turn#Winston Churchill scores 3 culture. Orange scores: 14 culture (now 108) 10 science (now 10) 2 food - consumption: 4 (now 5) 6 resources (now 6) #
48,2020-08-06 15:25:09,Orange,IV,17,No Discard Phase##
49,2020-08-06 15:23:35,Orange,IV,17,Orange builds Religion#Orange spends 3 resources #
50,2020-08-06 15:23:29,Orange,IV,17,Orange increases population#Orange spends 7 food #
51,2020-08-06 15:23:17,Orange,IV,17,Orange builds Multimedia using Urban Growth#Orange spends 4 resources #
52,2020-08-06 15:23:09,Orange,IV,17,Orange increases population#Orange spends 5 food #
53,2020-08-06 15:23:03,Orange,IV,17,Orange discovers Engineering#Orange loses 9 science #
54,2020-08-06 15:22:58,Orange,IV,17,Orange takes Engineering in hand#Orange uses 1 civil action #
55,2020-08-06 15:22:55,Orange,IV,17,Orange discovers Multimedia#Orange loses 9 science #
