,time,player,age,round,text
0,2020-06-04 16:55:26,Orange,IV,19,End of game Check the journal to get the final impacts effects : Impact of Agriculture Impact of Competition Impact of Happiness Impact of Science Impact of Variety Impact of Balance WINNER IS X L AS ORANGE (211 PTS) 2nd is David Li as Green (187 pts) 3rd is teddy yeh as Purple (172 pts) 4th is Micah Yospe as Grey (124 pts)
1,2020-06-04 16:55:26,Grey,IV,19,Bill Gates scoring Purple scores 9 culture
2,2020-06-04 16:55:26,Grey,IV,19,"Impact of Balance Each civilization scores culture equal to double the amount of whatever it produces the least (science, culture, food, or resource). Ignore corruption and consumption. Orange scores 10 culture Purple scores 4 culture Green scores 4 culture Grey scores 8 culture"
3,2020-06-04 16:55:25,Grey,IV,19,"Impact of Variety Each civilization scores 2 culture for each type of unit, urban building and special (blue) technology. Orange scores 16 culture Purple scores 12 culture Green scores 14 culture Grey scores 14 culture"
4,2020-06-04 16:55:23,Grey,IV,19,Impact of Science Each civilizations score culture according to the relative amount of science it produces: 15/10/5/0 for 4-player 14/7/0 for 3-player 10/0 for 2-player Orange scores 10 culture Purple scores 15 culture Green scores 5 culture
5,2020-06-04 16:55:22,Grey,IV,19,Impact of Happiness Each civilization scores 2 culture per happy face (no more than 16 points) and loses 2 culture per discontent worker. Orange scores 12 culture Purple scores 14 culture Green scores 10 culture Grey scores 14 culture
6,2020-06-04 16:55:21,Grey,IV,19,Impact of Competition Each civilization scores 1 culture per level of each of its military units and arenas. Orange scores 7 culture Purple scores 6 culture Green scores 5 culture Grey scores 8 culture
7,2020-06-04 16:55:20,Grey,IV,19,Impact of Agriculture Each civilization scores culture equal to the amount of food it produces with a bonus of 4 culture if this exceeds consumption. Orange scores 10 culture Purple scores 2 culture Green scores 2 culture Grey scores 10 culture
8,2020-06-04 16:55:17,Grey,IV,19,End turn Grey scores: CORRUPTION! Grey loses 1 resource and 1 food 5 culture (now 70) 4 science (now 4) 2 food - consumption: 4 (now 12) 6 resources (now 6)
9,2020-06-04 16:55:17,Grey,IV,18,End turn Grey scores: CORRUPTION! Grey loses 1 resource and 1 food 5 culture (now 70) 4 science (now 4) 2 food - consumption: 4 (now 12) 6 resources (now 6)
10,2020-06-04 16:55:16,Grey,IV,18,Grey discards 1 card
11,2020-06-04 16:55:11,Grey,IV,18,Discard Phase 1 military card must be discarded
12,2020-06-04 16:55:02,Grey,IV,18,Grey takes Reserves in hand Grey uses 1 civil action
13,2020-06-04 16:54:55,Grey,IV,18,Grey takes Civil Service in hand Grey uses 2 civil action
14,2020-06-04 16:54:10,Grey,IV,18,Grey discovers Rockets Grey loses 8 science
