,time,player,age,round,text
0,2020-09-01 11:13:42,Orange,IV,18,End of gameCheck the journal to get the final impacts effects : Impact of Competition Impact of Population Impact of Wonders WINNER IS MICAH YOSPE AS PURPLE (154 PTS) 2nd is X L as Green (124 pts) 3rd is teddy yeh as Orange (96 pts) 4th is David Li as Grey (resigned)
1,2020-09-01 11:13:42,Green,IV,18,Impact of WondersEach civilization scores culture for each wonders: 5 for age A 4 for age I 3 for age II 2 for age III Orange scores 5 culture Purple scores 9 culture Green scores 9 culture
2,2020-09-01 11:13:39,Green,IV,18,Impact of PopulationEach civilization scores 2 culture per content worker above 10. Orange scores 10 culture Purple scores 8 culture Green scores 2 culture
3,2020-09-01 11:13:37,Green,IV,18,Impact of CompetitionEach civilization scores 1 culture per level of each of its military units and arenas. Orange scores 10 culture Purple scores 9 culture Green scores 11 culture
4,2020-09-01 11:13:33,Green,IV,18,End turnGreen scores: 13 culture (now 102) 4 science (now 8) -1 food - consumption: 4 (now 2) 0 resources (now 2)
5,2020-09-01 11:13:33,Green,IV,17,End turnGreen scores: 13 culture (now 102) 4 science (now 8) -1 food - consumption: 4 (now 2) 0 resources (now 2)
6,2020-09-01 11:13:26,Green,IV,17,No Discard Phase
7,2020-09-01 11:11:33,Green,IV,17,Green takes Engineering in handGreen uses 1 civil action
8,2020-09-01 11:10:45,Green,IV,17,Green builds ReligionGreen spends 3 resources
9,2020-09-01 11:10:35,Green,IV,17,Green destroys Iron
10,2020-09-01 11:10:20,Green,IV,17,Green discovers SatellitesGreen loses 8 science
11,2020-09-01 11:10:11,Green,IV,17,Green plays Revolutionary IdeaGreen gets 6 science
12,2020-09-01 11:09:51,Green,IV,17,Green takes Satellites in handGreen uses 1 civil action
13,2020-09-01 11:09:27,Green,IV,17,Green plays eventGreen scores 3 culture Current event: II / Crime Wave The two weakest civilizations lose 3 culture and return 1 blue token to the box. Orange loses 3 culture and 1 blue token Green loses 3 culture and 1 blue token
14,2020-09-01 11:08:45,Purple,IV,17,End turnPurple scores: 15 culture (now 128) 9 science (now 15) 0 food - consumption: 3 (now 1) 0 resources (now 5)
15,2020-09-01 11:08:44,Purple,IV,17,Purple discards 1 card
16,2020-09-01 11:04:30,Purple,IV,17,Discard Phase1 military card must be discarded
17,2020-09-01 11:04:00,Purple,IV,17,Purple takes Democracy in handPurple uses 1 civil action
18,2020-09-01 10:48:29,Purple,IV,17,Purple builds Printing PressPurple spends 3 resources
19,2020-09-01 10:47:25,Purple,IV,17,Purple destroys Coal
