,time,player,age,round,text
0,2020-04-09 21:08:17,Orange,IV,20,End of game Check the journal to get the final impacts effects : Impact of Science Impact of Industry Impact of Competition Impact of Colonies WINNER IS TEDDY YEH AS PURPLE (185 PTS) 2nd is X L as Orange (136 pts) 3rd is David Li as Grey (120 pts) 4th is Micah Yospe as Green (109 pts)
1,2020-04-09 21:08:17,Grey,IV,20,Impact of Colonies Each civilization scores 4 culture per colony. Orange scores 0 culture Purple scores 0 culture Green scores 12 culture Grey scores 12 culture
2,2020-04-09 21:08:17,Grey,IV,20,Impact of Competition Each civilization scores 1 culture per level of each of its military units and arenas. Orange scores 11 culture Purple scores 6 culture Green scores 0 culture Grey scores 7 culture
3,2020-04-09 21:08:17,Grey,IV,20,Impact of Industry Each civilization scores culture equal to the amount of resources it produce. Orange scores 4 culture Purple scores 9 culture Green scores 10 culture Grey scores 8 culture
4,2020-04-09 21:08:17,Grey,IV,20,Impact of Science Score culture according to science rating: 15/10/5/0 for 4-player 14/7/0 for 3-player 10/0 for 2-player Orange scores 0 culture Purple scores 15 culture Green scores 10 culture Grey scores 5 culture
5,2020-04-09 21:08:17,Grey,IV,20,End turn Grey scores: 1 food - consumption: 3 (now 3) 8 resources (now 8) 9 culture (now 88) 4 science (now 8)
6,2020-04-09 21:08:10,Grey,IV,19,Grey builds Knights Grey spends 3 resources
7,2020-04-09 21:07:53,Grey,IV,19,Grey builds 2 stages of Fast Food Chains Grey spends 8 resources
8,2020-04-09 20:53:08,Grey,IV,19,No Discard Phase
9,2020-04-09 20:53:08,Grey,IV,19,Grey cancels Peace Treaty
10,2020-04-09 20:45:13,Green,IV,19,End turn Green scores: 0 food - consumption: 3 (now 2) 10 resources (now 11) 23 culture (now 77) 6 science (now 7)
11,2020-04-09 20:44:36,Green,IV,19,Green builds Opera Green spends 7 resources
12,2020-04-09 20:44:18,Green,IV,19,Green increases population Green spends 5 food
13,2020-04-09 20:44:13,Green,IV,19,Green increases population Ocean Liner Service used
14,2020-04-09 20:44:03,Green,IV,19,Green upgrades Opera to Movies Green spends 2 resources
15,2020-04-09 20:43:49,Green,IV,19,Green discovers Engineering 9 science spent
16,2020-04-09 20:43:38,Green,IV,19,Green plays Bountiful Harvest Green produces 4 food
17,2020-04-09 20:43:26,Green,IV,19,Green plays Endowment for the Arts
18,2020-04-09 20:42:33,Green,IV,19,No Discard Phase
19,2020-04-09 20:42:33,Green,IV,19,Green passes Political Phase
20,2020-04-09 20:39:14,Purple,IV,19,End turn Purple scores: 0 food - consumption: 4 (now 2) 9 resources (now 10) 17 culture (now 155) 8 science (now 20)
21,2020-04-09 20:39:02,Purple,IV,19,Purple builds Religion using Ideal Building Site
22,2020-04-09 20:38:53,Purple,IV,19,Purple destroys Alchemy
23,2020-04-09 20:37:54,Purple,IV,19,Purple builds 1 stage of First Space Flight Purple spends 9 resources Wonder completed Purple scores 26 culture
24,2020-04-09 20:37:48,Purple,IV,19,Purple builds 1 stage of First Space Flight Purple spends 4 resources
25,2020-04-09 20:37:38,Purple,IV,19,Purple discovers Professional Sports 7 science spent Albert Einstein gives 3 culture
26,2020-04-09 20:37:32,Purple,IV,19,Action Phase begins
27,2020-04-09 20:37:32,Purple,IV,19,Purple discards 2 cards
28,2020-04-09 20:37:16,Purple,IV,19,Discard Phase 2 military cards must be discarded
