,time,player,age,round,text
0,2021-03-28 11:09:57,Orange,IV,19,End of game Check the journal to get the final impacts effects : Impact of Agriculture Impact of Architecture Impact of Government Impact of Population Impact of Strength WINNER IS TEDDY YEH AS PURPLE (196 PTS) 2nd is David Li as Grey (185 pts) 3rd is Micah Yospe as Green (149 pts) 4th is X L as Orange (44 pts)
1,2021-03-28 11:09:57,Grey,IV,19,Impact of Strength Each civilizations score culture according to their relative strength: 15/10/5/0 for 4-player 14/7/0 for 3-player 10/0 for 2-player Purple scores 10 culture Green scores 15 culture Grey scores 5 culture
2,2021-03-28 11:09:54,Grey,IV,19,Impact of Population Each civilization scores 2 culture per content worker above 10. Orange scores 6 culture Purple scores 10 culture Green scores 14 culture Grey scores 20 culture
3,2021-03-28 11:09:52,Grey,IV,19,Impact of Government Each civilization scores 2 culture per civil action and 1 culture per military action. Orange scores 19 culture Purple scores 20 culture Green scores 17 culture Grey scores 19 culture
4,2021-03-28 11:09:50,Grey,IV,19,Impact of Architecture Each civilization scores 1 culture per level of each of its urban buildings. Orange scores 3 culture Purple scores 4 culture Green scores 4 culture Grey scores 14 culture
5,2021-03-28 11:09:47,Grey,IV,19,Impact of Agriculture Each civilization scores culture equal to the amount of food it produces with a bonus of 4 culture if this exceeds consumption. Orange scores 2 culture Purple scores 9 culture Green scores 10 culture Grey scores 10 culture
6,2021-03-28 11:09:46,Grey,IV,19,End turn Grey scores: 15 culture (now 117) 12 science (now 20) 2 food - consumption: 4 (now 3) 6 resources (now 7)
7,2021-03-28 11:09:45,Grey,IV,18,End turn Grey scores: 15 culture (now 117) 12 science (now 20) 2 food - consumption: 4 (now 3) 6 resources (now 7)
8,2021-03-28 11:09:44,Grey,IV,18,No Discard Phase
9,2021-03-28 11:09:04,Grey,IV,18,Grey builds Professional Sports Grey spends 5 resources
10,2021-03-28 11:08:27,Grey,IV,18,Grey increases population Grey spends 7 food
11,2021-03-28 11:08:24,Grey,IV,18,Grey discovers Professional Sports Grey loses 7 science
12,2021-03-28 11:05:58,Purple,IV,18,Purple colonizes a Developed Territory Sacrificed Units: 1 Knights 1 Swordsmen 1 Colonization card +3 Colonization bonus: +4 Total force: 11 Purple gets 5 science
13,2021-03-28 11:05:36,Grey,IV,18,Purple wins Developed Territory Winning bid is 11
14,2021-03-28 11:05:36,Grey,IV,18,Grey passes
15,2021-03-28 11:03:33,Green,IV,18,Green passes
16,2021-03-28 11:03:23,Purple,IV,18,Purple bids 11
17,2021-03-28 11:00:40,Orange,IV,18,Orange passes
18,2021-03-28 10:59:54,Grey,IV,18,Grey bids 9
19,2021-03-28 10:57:46,Grey,IV,18,Grey plays event Grey scores 3 culture Current event: II / Developed Territory 5 science
20,2021-03-28 10:56:41,Green,IV,18,End turn Winston Churchill scores 3 culture. Green scores: 7 culture (now 89) 4 science (now 12) 3 food - consumption: 3 (now 4) 4 resources (now 5)
21,2021-03-28 10:56:40,Green,IV,18,No Discard Phase
22,2021-03-28 10:56:28,Green,IV,18,Green upgrades Irrigation to Selective Breeding Green spends 2 resources
23,2021-03-28 10:56:15,Green,IV,18,Green upgrades Irrigation to Selective Breeding Green spends 2 resources
24,2021-03-28 10:56:07,Green,IV,18,Green passes Political Phase
25,2021-03-28 10:55:40,Green,IV,18,Green wins War over Culture Attacker's strength: 52 Defender's strength: 24
26,2021-03-28 10:55:39,Purple,IV,18,End turn Purple scores: 6 culture (now 143) 5 science (now 5) 1 food - consumption: 4 (now 2) 7 resources (now 8)
27,2021-03-28 10:55:37,Purple,IV,18,No Discard Phase
28,2021-03-28 10:55:21,Purple,IV,18,Purple discovers Satellites Purple loses 8 science Purple scores 3 culture
29,2021-03-28 10:55:07,Purple,IV,18,Purple builds Agriculture Purple spends 2 resources
30,2021-03-28 10:54:21,Purple,IV,18,Purple upgrades Religion to Organized Religion Purple spends 4 resources
31,2021-03-28 10:53:31,Purple,IV,18,Purple plays Armed Intervention against Orange Take up to 7 culture from your rival. Purple uses 2 military action
32,2021-03-28 10:52:24,Purple,IV,18,Purple wins War over Culture Attacker's strength: 49 Defender's strength: 24
33,2021-03-28 10:52:24,Orange,IV,18,End turn Orange scores: 6 culture (now 84) 3 science (now 6) -1 food - consumption: 3 (now 0) 4 resources (now 4)
34,2021-03-28 10:52:22,Orange,IV,18,Orange discards 1 card
35,2021-03-28 10:52:18,Orange,IV,18,Discard Phase 1 military card must be discarded
36,2021-03-28 10:51:34,Orange,IV,18,Orange builds Rockets Orange spends 7 resources
37,2021-03-28 10:51:22,Orange,IV,18,Orange plays Endowment for the Arts Orange scores 4 culture
38,2021-03-28 10:51:10,Orange,IV,18,Orange builds Organized Religion using Urban Growth Orange spends 1 resource
39,2021-03-28 10:50:41,Orange,IV,18,Orange plays Reserves Orange produces 4 resources
40,2021-03-28 10:50:28,Orange,IV,18,Orange passes Political Phase
41,2021-03-28 10:40:24,Orange,IV,18,Last turn Game ends at the end of the starting round
42,2021-03-28 10:40:24,Grey,IV,18,Last turn Game ends at the end of the starting round
43,2021-03-28 10:40:24,Grey,IV,17,End turn Grey scores: 15 culture (now 99) 12 science (now 15) 2 food - consumption: 4 (now 8) 6 resources (now 6)
44,2021-03-28 10:40:23,Grey,IV,17,Grey discards 2 cards
45,2021-03-28 10:39:44,Grey,IV,17,Discard Phase 2 military cards must be discarded
46,2021-03-28 10:37:22,Grey,IV,17,Grey takes Civil Service in hand Grey uses 1 civil action
47,2021-03-28 10:37:17,Grey,IV,17,Grey takes Tanks in hand Grey uses 1 civil action
48,2021-03-28 10:37:13,Grey,IV,17,Grey takes Professional Sports in hand Grey uses 1 civil action
49,2021-03-28 10:36:08,Grey,IV,17,Grey builds Computers Grey spends 8 resources
50,2021-03-28 10:36:00,Grey,IV,17,Grey builds Computers Grey spends 8 resources
51,2021-03-28 10:35:53,Grey,IV,17,Grey discovers Engineering Grey loses 9 science
52,2021-03-28 10:35:19,Grey,IV,17,Grey takes Engineering in hand Grey uses 1 civil action
53,2021-03-28 10:35:14,Grey,IV,17,Raid casualties 1 Organized Religion 1 Opera Grey produces 8 resources
54,2021-03-28 10:34:16,Orange,IV,17,concedes defeat
55,2021-03-28 10:27:42,Grey,IV,17,"Grey plays Raid against Orange Destroy up to 2 of your rival's urban buildings: one of age III or older and one of age II or older. You gain resources equal to half their total cost, rounded up. Grey uses 3 military action"
56,2021-03-28 10:24:20,Green,IV,17,End turn Winston Churchill scores 3 culture. Green scores: 7 culture (now 49) 4 science (now 8) 1 food - consumption: 3 (now 1) 4 resources (now 5)
57,2021-03-28 10:24:18,Green,IV,17,No Discard Phase
58,2021-03-28 10:24:09,Green,IV,17,Green builds Riflemen Green spends 5 resources
59,2021-03-28 10:23:59,Green,IV,17,Green destroys Religion
60,2021-03-28 10:23:34,Green,IV,17,Green builds Cannon Green loses 1 military resource Green spends 4 resources
61,2021-03-28 10:23:26,Green,IV,17,Green plays Reserves Green produces 4 resources
