,time,player,age,round,text
0,2021-04-17 23:09:50,Orange,IV,18,End of game Check the journal to get the final impacts effects : Impact of Agriculture Impact of Science Impact of Technology Impact of Wonders Impact of Balance WINNER IS X L AS GREY (172 PTS) 2nd is Micah Yospe as Orange (152 pts) 3rd is teddy yeh as Green (151 pts) 4th is David Li as Purple (144 pts)
1,2021-04-17 23:09:50,Grey,IV,18,"Impact of Balance Each civilization scores culture equal to double the amount of whatever it produces the least (science, culture, food, or resource). Ignore corruption and consumption. Orange scores 12 culture Purple scores 6 culture Green scores 12 culture Grey scores 8 culture"
2,2021-04-17 23:09:46,Grey,IV,18,Impact of Wonders Each civilization scores culture for each wonders: 5 for age A 4 for age I 3 for age II 2 for age III Orange scores 9 culture Purple scores 10 culture Green scores 7 culture Grey scores 12 culture
3,2021-04-17 23:09:44,Grey,IV,18,Impact of Technology Each civilization scores 4 culture for each of its level III technologies (level II in Advanced game). Orange scores 20 culture Purple scores 16 culture Green scores 12 culture Grey scores 12 culture
4,2021-04-17 23:09:43,Grey,IV,18,Impact of Science Each civilizations score culture according to the relative amount of science it produces: 15/10/5/0 for 4-player 14/7/0 for 3-player 10/0 for 2-player Orange scores 15 culture Green scores 10 culture Grey scores 5 culture
5,2021-04-17 23:09:41,Grey,IV,18,Impact of Agriculture Each civilization scores culture equal to the amount of food it produces with a bonus of 4 culture if this exceeds consumption. Orange scores 11 culture Purple scores 3 culture Green scores 10 culture Grey scores 8 culture
6,2021-04-17 23:09:39,Grey,IV,18,End turn Grey scores: 8 culture (now 127) 6 science (now 8) 1 food - consumption: 3 (now 3) 6 resources (now 6)
7,2021-04-17 23:09:39,Grey,IV,17,End turn Grey scores: 8 culture (now 127) 6 science (now 8) 1 food - consumption: 3 (now 3) 6 resources (now 6)
8,2021-04-17 23:09:36,Grey,IV,17,No Discard Phase
9,2021-04-17 23:08:52,Grey,IV,17,Grey takes Movies in hand Grey uses 1 civil action
10,2021-04-17 23:08:47,Grey,IV,17,Grey takes Air Forces in hand Grey uses 1 civil action
11,2021-04-17 23:08:44,Grey,IV,17,Grey takes Modern Infantry in hand Grey uses 1 civil action
12,2021-04-17 23:08:29,Grey,IV,17,Grey discovers Multimedia Grey loses 9 science
