,time,player,age,round,text
0,2020-09-21 17:26:14,Orange,IV,19,End of game#Check the journal to get the final impacts effects : Impact of Strength Impact of Industry Impact of Happiness Impact of Colonies WINNER IS X L AS GREY (169 PTS) 2nd is David Li as Green (152 pts) 3rd is teddy yeh as Purple (127 pts) 4th is Micah Yospe as Orange (116 pts) #
1,2020-09-21 17:26:14,Grey,IV,19,Sagrada Familia scoring#Orange scores 0 culture #
2,2020-09-21 17:26:14,Grey,IV,19,Impact of Colonies#Each civilization scores 4 culture per colony. Orange scores 0 culture Purple scores 4 culture Green scores 8 culture Grey scores 0 culture #
3,2020-09-21 17:26:14,Grey,IV,19,Impact of Happiness#Each civilization scores 2 culture per happy face (max 16) and loses 2 per discontent worker. Orange scores 16 culture Purple scores -4 culture Green scores 12 culture Grey scores 16 culture #
4,2020-09-21 17:26:14,Grey,IV,19,Impact of Industry#Each civilization scores culture equal to the amount of resources it produce. Orange scores 4 culture Purple scores 10 culture Green scores 8 culture Grey scores 10 culture #
5,2020-09-21 17:26:14,Grey,IV,19,Impact of Strength#Score culture according to strength: 15/10/5/0 for 4-player 14/7/0 for 3-player 10/0 for 2-player Orange scores 0 culture Purple scores 5 culture Green scores 10 culture Grey scores 15 culture #
6,2020-09-21 17:26:14,Grey,IV,19,End turn#Grey scores: 0 food - consumption: 4 (now 6) 10 resources (now 11) 14 culture (now 128) 6 science (now 7) #
7,2020-09-21 17:25:35,Grey,IV,18,Grey takes Revolutionary Idea in hand#1 civil action used#
8,2020-09-21 17:25:28,Grey,IV,18,Grey takes Ideal Building Site in hand#1 civil action used#
9,2020-09-21 17:25:02,Grey,IV,18,Grey builds Coal#Grey spends 8 resources #
10,2020-09-21 17:24:48,Grey,IV,18,Grey destroys Irrigation##
11,2020-09-21 17:24:32,Grey,IV,18,Grey builds Professional Sports#Grey spends 7 resources #
12,2020-09-21 17:24:25,Grey,IV,18,Grey discovers Professional Sports#7 science spent #
13,2020-09-21 17:23:53,Grey,IV,18,No Discard Phase##
14,2020-09-21 17:23:53,Purple,IV,18,Purple concedes defeat#Grey wins 7 culture Purple loses 7 culture #
15,2020-09-21 17:18:23,Grey,IV,18,Grey plays Armed Intervention against Purple#A rival loses 7 culture. You score 7 culture. 2 military actions used #
16,2020-09-21 17:16:15,Green,IV,18,End turn#Green scores: 3 food - consumption: 3 (now 8) 8 resources (now 8) 8 culture (now 114) 9 science (now 22) #
17,2020-09-21 17:16:15,Grey,IV,18,Grey wins War over Culture#Attacker's strength: 35 Defender's strength: 24 Grey scores 11 culture Orange loses 11 culture#
18,2020-09-21 17:14:37,Green,IV,18,Green builds 4 stages of Fast Food Chains#Green spends 16 resources Wonder completed Green scores 25 culture #
19,2020-09-21 17:14:31,Green,IV,18,Green builds Warrior#Green spends 2 resources #
20,2020-09-21 17:14:26,Green,IV,18,Green increases population #Green spends 5 food #
21,2020-09-21 17:14:20,Green,IV,18,Green builds Iron#Green spends 5 resources #
22,2020-09-21 17:14:02,Green,IV,18,Green increases population #Green spends 5 food #
23,2020-09-21 17:13:55,Green,IV,18,Green builds Religion#Green spends 3 resources #
24,2020-09-21 17:13:49,Green,IV,18,Green builds Religion using Ideal Building Site ##
25,2020-09-21 17:13:43,Green,IV,18,Green discovers Engineering#9 science spent #
26,2020-09-21 17:13:33,Green,IV,18,Action Phase begins##
27,2020-09-21 17:13:33,Green,IV,18,Green discards 3 cards ##
28,2020-09-21 17:10:08,Green,IV,18,Discard Phase#3 military cards must be discarded#
29,2020-09-21 17:10:08,Green,IV,18,#Green produces 8 resources Purple spends 8 resources #
30,2020-09-21 17:09:56,Purple,IV,18,Purple concedes defeat##
